Frequencia(GHZ),Atenuacao(dB)
5.000000000000000,-0.464028372020604
5.500000000000000,-0.605550610993677
6.000000000000000,-0.785585982446365
6.500000000000000,-1.016827098932130
7.000000000000000,-1.317177301455327
7.500000000000000,-1.712431329966454
8.000000000000000,-2.240338410890710
8.500000000000000,-2.957262226857793
9.000000000000000,-3.949711979342660
9.500000000000000,-5.356606904012654
10.000000000000000,-7.420659646606270
10.500000000000000,-10.646892732021449
11.000000000000000,-16.566513880413364
11.500000000000000,-43.724656328489949
12.000000000000000,-16.593331578691402
12.500000000000000,-10.991236190792511
13.000000000000000,-7.966124912437017
13.500000000000000,-6.034362405879852
14.000000000000000,-4.706168337414685
14.500000000000000,-3.752200143352555
15.000000000000000,-3.045257558129123
