Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-0.857159124736035
1.250000000000000,-1.309887907893034
1.500000000000000,-1.849673872713600
1.750000000000000,-2.474320608377496
2.000000000000000,-3.184117758151180
2.250000000000000,-3.982702918686269
2.500000000000000,-4.878118258986730
2.750000000000000,-5.884271525022630
3.000000000000000,-7.023363404206700
3.250000000000000,-8.330033938161371
3.500000000000000,-9.859408512235069
3.750000000000000,-11.703538881335129
4.000000000000000,-14.030458206049753
4.250000000000000,-17.195647167224571
4.500000000000000,-22.187677446466356
4.750000000000000,-34.767182684975978
5.000000000000000,-27.269970416483368
5.250000000000000,-19.738443007548714
5.500000000000000,-15.761556273918947
5.750000000000000,-13.046873743380724
6.000000000000000,-10.986742501148301
6.250000000000000,-9.329986273569627
6.500000000000000,-7.949175949397810
6.750000000000000,-6.771251640200150
7.000000000000000,-5.750884974424807
7.250000000000000,-4.858763299648237
7.500000000000000,-4.074481277939207
7.750000000000000,-3.384227889623260
8.000000000000000,-2.777663618258740
8.250000000000000,-2.247375526396323
8.500000000000000,-1.787347437612826
8.750000000000000,-1.393098920541899
9.000000000000000,-1.060594797906077
9.250000000000000,-0.786385719797649
9.500000000000000,-0.567397906746199
9.750000000000000,-0.400963037711244
10.000000000000000,-0.285082283131458
