Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-0.860010360208019
1.250000000000000,-1.345375212430051
1.500000000000000,-1.953493176959819
1.750000000000000,-2.698310104097884
2.000000000000000,-3.600238162282108
2.250000000000000,-4.689634412256097
2.500000000000000,-6.013134385941839
2.750000000000000,-7.646264107858910
3.000000000000000,-9.721144712482406
3.250000000000000,-12.501188530285317
3.500000000000000,-16.633519192555049
3.750000000000000,-24.680250283495702
4.000000000000000,-30.155095070524965
4.250000000000000,-18.696521613553330
4.500000000000000,-14.016910135239907
4.750000000000000,-11.093858105387501
5.000000000000000,-9.003213318839350
5.250000000000000,-7.404344898514724
5.500000000000000,-6.132943964267350
5.750000000000000,-5.096692562139656
6.000000000000000,-4.238363657224801
6.250000000000000,-3.519660308056578
6.500000000000000,-2.913691679720328
6.750000000000000,-2.400656587806081
7.000000000000000,-1.965492663923003
7.250000000000000,-1.596502332414256
7.500000000000000,-1.284400173293732
7.750000000000000,-1.021699371931801
8.000000000000000,-0.802078421770343
8.250000000000000,-0.620452990861312
8.500000000000000,-0.472709767964754
8.750000000000000,-0.355371057331529
9.000000000000000,-0.265881882047400
9.250000000000000,-0.202421687827834
9.500000000000000,-0.164201406269197
9.750000000000000,-0.151960868555186
10.000000000000000,-0.169223976891475
