Frequencia(GHZ),Atenuacao(dB)
10.000000000000000,-0.909074575200471
10.500000000000000,-1.052535720447204
11.000000000000000,-1.218573338951978
11.500000000000000,-1.411685700763111
12.000000000000000,-1.637504881981302
12.500000000000000,-1.903150713597068
13.000000000000000,-2.217692905467415
13.500000000000000,-2.592795872571833
14.000000000000000,-3.043652991374417
14.500000000000000,-3.590333476979347
15.000000000000000,-4.259833154179752
15.500000000000000,-5.089456454716089
16.000000000000000,-6.132602970165451
16.500000000000000,-7.470050215518794
17.000000000000000,-9.234255221874287
17.500000000000000,-11.671276280016846
18.000000000000000,-15.341635741166845
18.500000000000000,-22.119060584933397
19.000000000000000,-30.207664557097974
19.500000000000000,-18.478810562722334
20.000000000000000,-13.506157778139645
20.500000000000000,-10.485052435156701
21.000000000000000,-8.386122790926443
21.500000000000000,-6.831748778146737
22.000000000000000,-5.638077405157127
22.500000000000000,-4.699774107755935
23.000000000000000,-3.949882408728189
23.500000000000000,-3.342872462114556
24.000000000000000,-2.846344138613766
24.500000000000000,-2.436521246154982
25.000000000000000,-2.095593938488629
