Frequencia(GHZ),Atenuacao(dB)
20.000000000000000,-6.511636703743593
20.500000000000000,-7.303839422020101
21.000000000000000,-8.226809922272230
21.500000000000000,-9.316542983244720
22.000000000000000,-10.626263647288230
22.500000000000000,-12.239798237258510
23.000000000000000,-14.303386531274805
23.500000000000000,-17.108590637750989
24.000000000000000,-21.386124371963284
24.500000000000000,-30.061182975027446
25.000000000000000,-30.427858178181626
25.500000000000000,-21.458381494434153
26.000000000000000,-17.067631195448357
26.500000000000000,-14.185350590597636
27.000000000000000,-12.059510885531710
27.500000000000000,-10.393003241401235
28.000000000000000,-9.037629661538350
28.500000000000000,-7.908743735210545
29.000000000000000,-6.952807454790760
29.500000000000000,-6.133383944341152
30.000000000000000,-5.424949844659843
30.500000000000000,-4.808294486570861
31.000000000000000,-4.268494954713650
31.500000000000000,-3.794184858015405
32.000000000000000,-3.375953315435155
32.500000000000000,-3.005945415282831
33.000000000000000,-2.677807427415305
33.500000000000000,-2.386292760552532
34.000000000000000,-2.126748051221661
34.500000000000000,-1.895336196733787
35.000000000000000,-1.688722995811917
