Frequencia(GHZ),Atenuacao(dB)
15.000000000000000,-5.958938477683075
15.500000000000000,-6.477616405912859
16.000000000000000,-7.056966004042817
16.500000000000000,-7.711745939835132
17.000000000000000,-8.462048314894570
17.500000000000000,-9.336137601413954
18.000000000000000,-10.375471473844026
18.500000000000000,-11.643755289165188
19.000000000000000,-13.246594273313224
19.500000000000000,-15.377229564681983
20.000000000000000,-18.450101691655576
20.500000000000000,-23.626976029667940
21.000000000000000,-33.405662540832999
21.500000000000000,-23.824796293344615
22.000000000000000,-17.697561440514022
22.500000000000000,-13.926663807194775
23.000000000000000,-11.206456440590468
23.500000000000000,-9.096338687589844
24.000000000000000,-7.401123419530475
24.500000000000000,-6.018989722706187
25.000000000000000,-4.889741400248288
25.500000000000000,-3.972903111893150
26.000000000000000,-3.237510509269040
26.500000000000000,-2.657317860838535
27.000000000000000,-2.208593505071002
27.500000000000000,-1.869803391760776
28.000000000000000,-1.621442105148227
28.500000000000000,-1.446399320907648
29.000000000000000,-1.329754923956175
29.500000000000000,-1.259123403456948
30.000000000000000,-1.224341784467056
