Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-0.529759999903670
1.250000000000000,-0.823428341246157
1.500000000000000,-1.189433181564312
1.750000000000000,-1.634720045290236
2.000000000000000,-2.168742385261892
2.250000000000000,-2.804344133224123
2.500000000000000,-3.559171394307909
2.750000000000000,-4.457973024307903
3.000000000000000,-5.536483593530016
3.250000000000000,-6.848693217247091
3.500000000000000,-8.481392422819104
3.750000000000000,-10.587859692502692
4.000000000000000,-13.479527208777364
4.250000000000000,-17.966439045421986
4.500000000000000,-27.801358912543918
4.750000000000000,-26.122424940226800
5.000000000000000,-17.396223848906121
5.250000000000000,-13.167089604318008
5.500000000000000,-10.403513905973373
5.750000000000000,-8.385497756178360
6.000000000000000,-6.826826364724057
6.250000000000000,-5.583845492215147
6.500000000000000,-4.573259040246512
6.750000000000000,-3.742154980402465
7.000000000000000,-3.054204540357735
7.250000000000000,-2.482994162063395
7.500000000000000,-2.008631610920889
7.750000000000000,-1.615511684612387
8.000000000000000,-1.291068502463176
8.250000000000000,-1.025060844035149
8.500000000000000,-0.809017094141302
8.750000000000000,-0.635822025105497
9.000000000000000,-0.499470048958903
9.250000000000000,-0.394989658060794
9.500000000000000,-0.318121423230033
9.750000000000000,-0.265304970161109
10.000000000000000,-0.233554695073241
