Frequencia(GHZ),Atenuacao(dB)
2.000000000000000,-1.969234712572245
2.500000000000000,-2.874359362132318
3.000000000000000,-3.868554770978679
3.500000000000000,-4.937065982837079
4.000000000000000,-6.079009139928432
4.500000000000000,-7.306542353115729
5.000000000000000,-8.646030013743459
5.500000000000000,-10.142914098889600
6.000000000000000,-11.873340882117374
6.500000000000000,-13.972767772102571
7.000000000000000,-16.712879548356810
7.500000000000000,-20.773863244020820
8.000000000000000,-28.970146031446610
8.500000000000000,-32.667980288087882
9.000000000000000,-21.349288047693683
9.500000000000000,-16.266377340862899
10.000000000000000,-12.786268207917786
10.500000000000000,-10.025697783882858
11.000000000000000,-7.660025170199504
11.500000000000000,-5.544397607106427
12.000000000000000,-3.625101658202294
