Frequencia(GHZ),Atenuacao(dB)
5.000000000000000,-5.507526457503656
5.250000000000000,-5.846632776525421
5.500000000000000,-6.182811043823607
5.750000000000000,-6.516109247791415
6.000000000000000,-6.846591444112253
6.250000000000000,-7.174473823852119
6.500000000000000,-7.499950003555981
6.750000000000000,-7.823305883761067
7.000000000000000,-8.144852045760569
7.250000000000000,-8.464912724655321
7.500000000000000,-8.783913396202902
7.750000000000000,-9.102247026717750
8.000000000000000,-9.420323353911725
8.250000000000000,-9.738680353858385
8.500000000000000,-10.057788080466803
8.750000000000000,-10.378302321522311
9.000000000000000,-10.700992989469251
9.250000000000000,-11.024843549508438
9.500000000000000,-11.353487432030350
9.750000000000000,-11.685903747304824
10.000000000000000,-12.023261693523384
10.250000000000000,-12.366436028154745
10.500000000000000,-12.716424601177646
10.750000000000000,-13.074652517205852
11.000000000000000,-13.442278104902902
11.250000000000000,-13.820782245211030
11.500000000000000,-14.212114548481717
11.750000000000000,-14.618185970788513
12.000000000000000,-15.041322851948042
12.250000000000000,-15.484618231224021
12.500000000000000,-15.951513362657554
12.750000000000000,-16.445970368855399
13.000000000000000,-16.973704617039363
13.250000000000000,-17.541076017550889
13.500000000000000,-18.157328668513465
13.750000000000000,-18.834376469967648
14.000000000000000,-19.589150086619426
14.250000000000000,-20.447706069363502
14.500000000000000,-21.452428708502943
14.750000000000000,-22.681694162002685
15.000000000000000,-24.316558844408604
15.250000000000000,-26.347187456565450
15.500000000000000,-30.950645365394145
15.750000000000000,-21.140662006202739
16.000000000000000,-25.624807099571044
16.250000000000000,-30.119862106857461
16.500000000000000,-36.476843874790831
16.750000000000000,-48.651724278413703
17.000000000000000,-35.725003019996507
17.250000000000000,-30.103165622412476
17.500000000000000,-26.955462183847107
17.750000000000000,-25.993813212846401
18.000000000000000,-13.197026935144404
18.250000000000000,-14.806075287224335
18.500000000000000,-13.819070562732183
18.750000000000000,-12.103693503952107
19.000000000000000,-9.984305158562719
19.250000000000000,-7.291970090583360
19.500000000000000,-3.365571616811769
19.750000000000000,-4.884874156653008
20.000000000000000,-6.862199562992986
