Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-0.568314401191066
1.500000000000000,-1.281312985620595
2.000000000000000,-2.322251300609197
2.500000000000000,-3.759037380705315
3.000000000000000,-5.720515824648112
3.500000000000000,-8.475568032219027
4.000000000000000,-12.714320541055992
4.500000000000000,-21.379003195709213
5.000000000000000,-24.725885339790029
5.500000000000000,-14.219850738392990
6.000000000000000,-9.831214099641475
6.500000000000000,-7.134243630088967
7.000000000000000,-5.262347395514271
7.500000000000000,-3.887457555770436
8.000000000000000,-2.847917645114172
8.500000000000000,-2.051085731316423
9.000000000000000,-1.438497837470556
9.500000000000000,-0.970900668748809
10.000000000000000,-0.620843112118883
