Frequencia(GHZ),Atenuacao(dB)
20.000000000000000,-4.103874733190507
20.500000000000000,-4.712349609033891
21.000000000000000,-5.433881782288006
21.500000000000000,-6.297040608405119
22.000000000000000,-7.341375157116058
22.500000000000000,-8.624466228800596
23.000000000000000,-10.236759260654429
23.500000000000000,-12.335212101410333
24.000000000000000,-15.236284889419617
24.500000000000000,-19.764660958644122
25.000000000000000,-29.808758978656527
25.500000000000000,-27.726637692054108
26.000000000000000,-19.137130163385066
26.500000000000000,-14.978249273386124
27.000000000000000,-12.273170618265121
27.500000000000000,-10.308313948357732
28.000000000000000,-8.796522717175776
28.500000000000000,-7.592157197948226
29.000000000000000,-6.610527925147084
29.500000000000000,-5.797163429588735
30.000000000000000,-5.114571302820407
30.500000000000000,-4.536075289003178
31.000000000000000,-4.041839914753291
31.500000000000000,-3.616552206118083
32.000000000000000,-3.248291801288867
32.500000000000000,-2.927639219245509
33.000000000000000,-2.646992123129786
33.500000000000000,-2.400150561328294
34.000000000000000,-2.182140294890711
34.500000000000000,-1.988803203699621
35.000000000000000,-1.816622549386484
