Frequencia(GHZ),Atenuacao(dB)
10.000000000000000,-3.602665516666973
10.500000000000000,-3.891379266372302
11.000000000000000,-4.195438106554629
11.500000000000000,-4.519404340834862
12.000000000000000,-4.869742569731442
12.500000000000000,-5.255407716880483
13.000000000000000,-5.689007917055618
13.500000000000000,-6.189326717919052
14.000000000000000,-6.784215673954853
14.500000000000000,-7.517321939800270
15.000000000000000,-8.459464687507067
15.500000000000000,-9.735554914960973
16.000000000000000,-11.585542227316136
16.500000000000000,-14.553994386521177
17.000000000000000,-20.316993530373747
17.500000000000000,-27.320128887754823
18.000000000000000,-16.347317057150367
18.500000000000000,-11.141770844420538
19.000000000000000,-8.156071388967879
19.500000000000000,-6.340269641075794
20.000000000000000,-5.234323994960018
20.500000000000000,-4.567279235052069
21.000000000000000,-4.168626508005858
21.500000000000000,-3.932462327518439
22.000000000000000,-3.794073013547756
22.500000000000000,-3.714164857972845
23.000000000000000,-3.668701893270765
23.500000000000000,-3.642815460525712
24.000000000000000,-3.627153084577650
24.500000000000000,-3.615767454094224
25.000000000000000,-3.604773896323359
