Frequencia(GHZ),Atenuacao(dB)
10.000000000000000,-2.778042607312216
10.500000000000000,-3.107032135943788
11.000000000000000,-3.470190816221377
11.500000000000000,-3.873666332563403
12.000000000000000,-4.325441481943804
12.500000000000000,-4.835994887972039
13.000000000000000,-5.419337671858996
13.500000000000000,-6.094612164501589
14.000000000000000,-6.888798706909603
14.500000000000000,-7.841010437168610
15.000000000000000,-9.011180315551426
15.500000000000000,-10.496791859276584
16.000000000000000,-12.473195767080847
16.500000000000000,-15.304617115873954
17.000000000000000,-19.968569665506472
17.500000000000000,-30.211295109619964
18.000000000000000,-23.053769631344849
18.500000000000000,-16.062846267318257
19.000000000000000,-12.052340875294275
19.500000000000000,-9.273815221269967
20.000000000000000,-7.195378521980174
20.500000000000000,-5.589589649299438
21.000000000000000,-4.336268807173097
21.500000000000000,-3.360320313091862
22.000000000000000,-2.607766021184627
22.500000000000000,-2.035882316080875
23.000000000000000,-1.609330700229653
23.500000000000000,-1.298475927513870
24.000000000000000,-1.078753637164297
24.500000000000000,-0.930095662796760
25.000000000000000,-0.836390997353857
