Frequencia(GHZ),Atenuacao(dB)
10.000000000000000,-2.812573749290705
10.500000000000000,-3.210743310168228
11.000000000000000,-3.670782086452900
11.500000000000000,-4.208992187571230
12.000000000000000,-4.848177043630044
12.500000000000000,-5.621213487056622
13.000000000000000,-6.577390560235214
13.500000000000000,-7.794627109117355
14.000000000000000,-9.405841526819524
14.500000000000000,-11.665456182638467
15.000000000000000,-15.163513256800201
15.500000000000000,-21.859740134865497
16.000000000000000,-26.982021406867819
16.500000000000000,-16.518102879297430
17.000000000000000,-11.501178160660189
17.500000000000000,-8.328786699509081
18.000000000000000,-6.103063361943978
18.500000000000000,-4.482600553698048
19.000000000000000,-3.292484380268521
19.500000000000000,-2.422522246425446
20.000000000000000,-1.793925465593126
20.500000000000000,-1.347050864263267
21.000000000000000,-1.036161374683928
21.500000000000000,-0.826402632691534
22.000000000000000,-0.691520221133206
22.500000000000000,-0.611931047907685
23.000000000000000,-0.573120441365613
23.500000000000000,-0.564363207990498
24.000000000000000,-0.577733791105996
24.500000000000000,-0.607357198048985
25.000000000000000,-0.648865281704605
