Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-0.355925082789368
1.500000000000000,-0.835349148574684
2.000000000000000,-1.591811570116056
2.500000000000000,-2.733771032975409
3.000000000000000,-4.443221916983994
3.500000000000000,-7.057442533522742
4.000000000000000,-11.384730455071951
4.500000000000000,-21.068323370549734
5.000000000000000,-21.121473354107803
5.500000000000000,-12.075076106120804
6.000000000000000,-8.184294539836623
6.500000000000000,-5.872006684506895
7.000000000000000,-4.336205239669748
7.500000000000000,-3.254695302722341
8.000000000000000,-2.464256765911739
8.500000000000000,-1.870698474989980
9.000000000000000,-1.415945522985375
9.500000000000000,-1.062328111398128
10.000000000000000,-0.784495821034309
