Frequencia(GHZ),Atenuacao(dB)
1.000000000000000,-1.094492812285259
1.250000000000000,-1.642109482456724
1.500000000000000,-2.272515455492218
1.750000000000000,-2.975976291449885
2.000000000000000,-3.746769457403393
2.250000000000000,-4.583632152632792
2.500000000000000,-5.490161085209788
2.750000000000000,-6.475417509962003
3.000000000000000,-7.555109663838528
3.250000000000000,-8.754023711462109
3.500000000000000,-10.110322619609944
3.750000000000000,-11.684466911903410
4.000000000000000,-13.577837166879398
4.250000000000000,-15.977839904120707
4.500000000000000,-19.292948195277116
4.750000000000000,-24.732864291120222
5.000000000000000,-40.871762831001178
5.250000000000000,-26.777326905051350
5.500000000000000,-20.124924050428429
5.750000000000000,-16.317718199754214
6.000000000000000,-13.613920983988155
6.250000000000000,-11.498692620161586
6.500000000000000,-9.751153982740894
6.750000000000000,-8.257518186797448
7.000000000000000,-6.953165602890786
7.250000000000000,-5.799878667234256
7.500000000000000,-4.774641598630163
7.750000000000000,-3.863966627976708
8.000000000000000,-3.060769139888571
8.250000000000000,-2.362180227782162
8.500000000000000,-1.767323143876420
8.750000000000000,-1.276431002625873
9.000000000000000,-0.889237722053703
9.250000000000000,-0.604367677169068
9.500000000000000,-0.419449213853023
9.750000000000000,-0.332131189832384
10.000000000000000,-0.343116628336308
